FocusLevel,WeekDay,HourOfDay
22.8932266,7,3
21.0059719,7,3
18.954607,7,3
16.7391338,7,3
14.35955,7,3
11.81586,7,3
9.108057,7,3
6.236148,7,3
3.20012927,7,3
0.451406151,7,4
0.9169271,7,4
1.396844,7,4
1.89143384,7,4
2.40096664,7,4
2.92570329,7,4
3.465895,7,4
3.45723,7,4
3.431236,7,4
3.38791227,7,4
3.327259,7,4
3.2492764,7,4
3.15396428,7,4
3.04132271,7,4
2.554711,7,5
2.42545485,7,5
2.280992,7,5
2.12132263,7,5
1.94644654,7,5
1.75636387,7,5
1.5510745,7,5
1.33057868,7,5
1.09487617,7,5
0.843966961,7,5
0.5778513,7,5
0.296529055,7,5
0.451406151,2,13
0.9169271,2,13
1.396844,2,13
1.89143384,2,13
2.40096664,2,13
2.92570329,2,13
3.465895,2,13
3.45723,2,13
3.431236,2,13
6.77820826,2,13
6.761263,2,13
9.99282,2,13
10.5111237,2,13
11.0442772,2,13
11.5924854,2,13
12.1559353,2,13
12.1255455,2,13
12.0343761,2,13
17.1239529,2,13
16.952713,2,14
16.7386646,2,14
16.4389935,2,14
16.0537052,2,14
15.5827961,2,14
15.026269,2,14
14.3841209,2,14
13.656353,2,14
12.8429642,2,14
11.9439573,2,14
10.95933,2,14
9.889083,2,14
8.733215,2,14
7.49172926,2,14
6.16462326,2,14
4.75189638,2,14
3.253551,2,14
1.66958582,2,14
0.451406151,2,14
0.9169271,2,14
1.396844,2,14
1.89143384,2,14
2.40096664,2,14
2.92570329,2,14
3.465895,2,14
4.021784,2,14
4.59360075,2,14
5.18156147,2,14
5.78587055,2,14
6.406714,2,14
7.044265,2,14
7.69867373,2,14
8.370076,2,14
8.349151,2,14
8.286375,2,14
8.181749,2,14
15.8670063,2,14
15.8273392,2,14
22.872654,2,14
23.4521866,2,14
24.046196,2,14
23.98608,2,14
23.8057346,2,14
23.5051575,2,14
23.0843468,2,14
22.5433083,2,14
21.8820381,2,14
21.1005363,2,14
20.1988049,2,14
19.1768417,2,14
14.3826313,2,15
22.7425537,2,15
22.6856976,2,15
22.51513,2,15
30.08097,2,15
30.64116,2,15
30.5645561,2,15
30.3347473,2,15
29.9517345,2,15
29.4155121,2,15
28.7260857,2,15
27.8834534,2,15
26.8876171,2,15
25.738575,2,15
24.4363251,2,15
22.98087,2,15
21.3722076,2,15
19.610342,2,15
17.6952686,2,15
15.6269913,2,15
13.4055071,2,15
11.030818,2,15
8.502921,2,15
5.82182026,2,15
2.98751378,2,15
0.451406151,2,16
0.450277627,2,16
0.446892083,2,16
0.44124952,2,16
0.4333499,2,16
0.423193276,2,16
0.4107796,2,16
0.3961089,2,16
0.379181176,2,16
0.3599964,2,16
0.338554621,2,16
0.314855784,2,16
0.7648403,2,16
0.7629282,2,16
1.21089029,2,16
1.20786309,2,16
1.19878137,2,16
1.18364525,2,16
1.16245461,2,16
1.13520968,2,16
1.10191011,2,16
1.06255627,2,16
1.0171479,2,16
0.965685,2,16
0.9081677,2,16
0.844595969,2,16
0.774969757,2,16
0.699289143,2,16
0.617554,2,16
0.529764533,2,16
0.435920537,2,16
0.336022019,2,16
0.230069146,2,16
0.118061833,2,16
0.451406151,2,16
0.9169271,2,16
0.914634764,2,16
0.9077578,2,16
0.896296263,2,16
0.860444367,2,17
1.76948035,2,17
2.24526882,2,17
2.23965573,2,17
2.22281623,2,17
2.19475031,2,17
2.155458,2,17
2.10493946,2,17
2.04319453,2,17
1.97022343,2,17
1.88602591,2,17
1.790602,2,17
1.68395162,2,17
1.566075,2,17
1.436972,2,17
1.29664266,2,17
1.14508712,2,17
0.9823051,2,17
0.8082968,2,17
0.623062,2,17
0.426601082,2,17
0.218913764,2,17
0.451406151,2,17
0.9169271,2,17
1.396844,2,17
1.89143384,2,17
2.40096664,2,17
2.39496422,2,17
2.376957,2,17
2.346945,2,17
2.30492783,2,17
2.25090623,2,17
2.18487954,2,17
2.10684824,2,17
2.016812,2,17
4.369355,2,17
4.88350868,2,17
5.41280651,2,17
5.39927435,2,17
5.35867834,2,17
8.638845,2,17
8.617249,2,17
11.7844782,2,17
12.2924652,2,17
12.261734,2,17
12.16954,2,17
12.0158854,2,17
15.5544167,2,17
16.0575237,2,17
16.01738,2,17
15.8969488,2,17
15.69623,2,17
15.4152222,2,17
19.3007069,2,17
19.2524548,2,17
19.1077,2,17
18.8664417,2,17
18.111784,2,18
17.6872883,2,18
17.16846,2,18
16.5553017,2,18
15.8478117,2,18
15.0459871,2,18
14.1498318,2,18
13.1593428,2,18
12.074522,2,18
10.89537,2,18
9.621885,2,18
8.254068,2,18
6.791919,2,18
5.235437,2,18
3.58462381,2,18
1.83947861,2,18
0.451406151,3,10
0.450277627,3,10
0.446892083,3,10
0.44124952,3,10
0.4333499,3,10
0.423193276,3,10
0.4107796,3,10
0.3961089,3,10
0.379181176,3,10
0.302396983,3,11
0.2843859,3,11
0.264478862,3,11
0.242675945,3,11
0.218977123,3,11
0.1933824,3,11
0.6439152,3,11
1.10853493,3,11
1.10576355,3,11
1.09744954,3,11
1.08359289,3,11
1.06419349,3,11
1.03925145,3,11
1.00876677,3,11
0.9727394,3,11
0.9311694,3,11
0.8840566,3,11
0.8314012,3,11
0.7732031,3,11
0.709462345,3,11
0.6401789,3,11
0.5653528,3,11
0.48498404,3,11
0.3990726,3,11
0.3076184,3,11
0.21062164,3,11
0.108082183,3,11
0.451406151,4,15
0.450277627,4,15
0.446892083,4,15
0.44124952,4,15
0.890663266,4,15
0.8884366,4,15
0.881756663,4,15
0.87062335,4,15
0.855036736,4,15
0.8349968,4,15
0.810503542,4,15
0.781557,4,15
0.748157144,4,15
0.710303962,4,15
1.15850329,4,15
1.62071753,4,15
2.097226,4,15
2.588303,4,15
2.58183241,4,15
4.42443275,4,15
4.92080975,4,15
5.43199825,4,15
5.41841841,4,16
5.37767839,4,16
5.309778,4,16
5.21471834,4,16
5.0924983,4,16
4.943118,4,16
4.76657867,4,16
4.56287861,4,16
4.332019,4,16
7.130979,4,16
7.64777,4,16
8.179578,4,16
8.726624,4,16
9.289114,4,16
9.265891,4,16
9.196223,4,16
9.08011,4,16
8.917549,4,16
8.708545,4,16
8.453094,4,16
8.151197,4,16
12.9103985,4,16
13.4654493,4,16
14.0356874,4,16
14.6212692,4,16
15.2223358,4,16
15.83901,4,16
16.4713955,4,16
17.1195755,4,16
17.7836075,4,16
18.4635315,4,16
19.1593628,4,16
19.8710918,4,16
20.5986767,4,16
21.3420486,4,16
22.1011238,4,16
22.87577,4,16
23.6658363,4,16
23.6066723,4,16
36.5106468,4,16
36.41937,4,16
47.15909,4,16
47.04119,4,16
46.6874962,4,16
46.09801,4,16
45.2727242,4,16
54.51698,4,16
54.3806877,4,16
53.97181,4,16
53.2903481,4,16
52.3363,4,16
51.10967,4,16
49.61045,4,16
47.83865,4,16
45.7942657,4,16
43.47729,4,16
40.8877335,4,16
38.0255928,4,16
34.8908653,4,16
31.4835548,4,16
27.80366,4,17
23.85118,4,17
19.6261139,4,17
15.12846,4,17
15.5115747,4,17
15.90667,4,17
16.313982,4,17
16.7337475,4,17
16.6919136,4,17
16.56641,4,17
16.3572388,4,17
16.0643978,4,17
15.6878881,4,17
17.2825947,4,17
17.2393875,4,17
17.10977,4,17
16.8937359,4,17
18.4656353,4,17
18.88909,4,17
18.8418674,4,17
18.7002,4,17
18.4640846,4,17
18.1335258,4,17
20.0991116,4,17
20.5286961,4,17
20.477375,4,17
20.32341,4,17
20.0668011,4,17
19.7075481,4,17
19.2456532,4,17
18.6811123,4,17
18.0139313,4,17
17.2441063,4,17
16.3716354,4,17
15.3965225,4,17
17.871767,4,17
17.8270874,4,17
17.69305,4,17
17.4696522,4,17
19.8842449,4,17
19.8345337,4,17
19.6854019,4,17
19.43685,4,17
19.0888748,4,17
18.64148,4,17
18.0946617,4,17
17.4484253,4,17
16.7027664,4,17
15.857686,4,17
14.9131832,4,17
13.8692608,4,17
12.7259169,4,17
11.4831514,4,17
10.1409645,4,17
8.699357,4,17
7.15832853,4,17
5.51787758,4,17
3.77800655,4,17
1.93871439,4,17
0.451406151,5,9
0.450277627,5,9
0.446892083,5,9
0.44124952,5,9
0.4333499,5,9
0.423193276,5,9
0.4107796,5,9
0.3961089,5,9
0.8457276,5,9
1.30940318,5,9
